libId,algn_seg_with_mult_algn,aligned,alignment_not_unique,ambiguous,bad_cycles,category,coding_bases,correct_strand_reads,estimated_library_size,fastq_total_reads,ignored_reads,incorrect_strand_reads,intergenic_bases,intronic_bases,library,mean_read_length,median_3prime_bias,median_5prime_bias,median_5prime_to_3prime_bias,median_cv_coverage,no_feature,not_aligned,pct_adapter,pct_chimeras,pct_coding_bases,pct_correct_strand_reads,pct_intergenic_bases,pct_intronic_bases,pct_mrna_bases,pct_pf_reads,pct_pf_reads_aligned,pct_reads_aligned_in_pairs,pct_ribosomal_bases,pct_usable_bases,pct_utr_bases,percent_duplication,pf_aligned_bases,pf_bases,pf_hq_aligned_bases,pf_hq_aligned_q20_bases,pf_hq_aligned_reads,pf_hq_error_rate,pf_hq_median_mismatches,pf_indel_rate,pf_mismatch_rate,pf_noise_reads,pf_reads,pf_reads_aligned,read_pair_duplicates,read_pair_optical_duplicates,read_pairs_examined,reads_aligned_in_pairs,reads_aligned_sam,reads_with_mult_align,ribosomal_bases,strand_balance,too_low_aQual,total_reads,unmapped_reads,unpaired_read_duplicates,unpaired_reads_examined,utr_bases,mapped_reads_w_dups
lib68857_AAAM5GYM5,98.6,74.4,1031353,381153,0.0,FIRST_OF_PAIR,268783648.0,2814972.0,12026723.0,7431513.0,0.0,2819765.0,67493647.0,113431561.0,Unknown Library,56.643785,0.819654,0.554307,0.682832,0.399922,1426302,0,0.0,0.005369,0.44758,0.499575,0.112391,0.188887,0.69332,1.0,0.992787,0.993273,0.005495,0.68717,0.245741,0.244895,600526988.0,605901792.0,286290681.0,281582197.0,5052941.0,0.001821,0.0,0.000112,0.001904,0.0,5363777.0,5325087.0,1679601.0,0.0,6968867.0,5289266.0,5529782.0,5452292.0,3300151.0,0.500251,0,5363777.0,138161.0,87919.0,138192.0,147574012.0,0.9563407882082693
lib68858_AAAM5GYM5,98.7,73.7,1032734,360712,0.0,FIRST_OF_PAIR,255604460.0,2653148.0,10698880.0,6963754.0,0.0,2649285.0,61015334.0,100158031.0,Unknown Library,56.63436,0.841994,0.561814,0.687312,0.400719,1265978,0,0.0,0.004999,0.459057,0.500364,0.109582,0.179881,0.703891,1.0,0.992416,0.994304,0.006772,0.697297,0.244833,0.256056,556802923.0,562067958.0,264430455.0,260188180.0,4669446.0,0.001819,0.0,0.000111,0.001903,0.0,4970974.0,4933275.0,1657164.0,0.0,6562337.0,4905173.0,5129995.0,5063311.0,3770410.0,0.500353,0,4970974.0,117910.0,76527.0,117940.0,136323951.0,0.9592925022911493
lib68859_AAAM5GYM5,98.4,74.9,757263,439679,0.0,FIRST_OF_PAIR,303954439.0,3085953.0,9800075.0,6288176.0,0.0,3084022.0,8201225.0,44036431.0,Unknown Library,56.67209,0.847784,0.580738,0.691599,0.414132,371512,0,0.0,0.005439,0.596543,0.500156,0.016096,0.086426,0.893029,1.0,0.992611,0.994686,0.004501,0.885332,0.296486,0.25663,509526177.0,513955858.0,242690862.0,238800339.0,4280617.0,0.001679,0.0,8.9e-05,0.001732,0.0,4544492.0,4510915.0,1512749.0,0.0,5999695.0,4486946.0,4708690.0,4634851.0,2293144.0,0.500235,0,4544492.0,117578.0,84077.0,117589.0,151067279.0,0.9728232797555285
lib68860_AAAM5GYM5,98.4,75.1,556605,331984,0.0,FIRST_OF_PAIR,224525688.0,2280869.0,7304651.0,4581819.0,0.0,2280772.0,5652251.0,29815595.0,Unknown Library,56.641824,0.855004,0.592486,0.709099,0.421194,248797,0,0.0,0.005512,0.602556,0.500011,0.015169,0.080016,0.900277,1.0,0.992033,0.994343,0.004593,0.89219,0.297721,0.251273,372622258.0,375999763.0,177232459.0,174274571.0,3127282.0,0.00171,0.0,8.6e-05,0.001764,0.0,3326533.0,3300031.0,1075216.0,0.0,4356578.0,3281362.0,3442590.0,3389166.0,1711310.0,0.500124,0,3326533.0,87841.0,61022.0,87849.0,110937463.0,0.9700136561483551
lib68861_AAAM5GYM5,98.5,74.2,900471,422425,0.0,FIRST_OF_PAIR,289066189.0,3058620.0,10586134.0,7001046.0,0.0,3051693.0,25608255.0,83110755.0,Unknown Library,56.619136,0.857011,0.563844,0.678606,0.404471,819753,0,0.0,0.00607,0.514293,0.500567,0.045561,0.147867,0.802306,1.0,0.992191,0.994587,0.004322,0.795493,0.288013,0.262153,562065077.0,566879035.0,267456988.0,263029092.0,4719216.0,0.001756,0.0,9.5e-05,0.001823,0.0,5015306.0,4976139.0,1722235.0,0.0,6671439.0,4949204.0,5194596.0,5118438.0,2429094.0,0.500154,0,5015306.0,125759.0,86384.0,125785.0,161882139.0,0.9708869217542636
lib68862_AAAM5GYM5,98.5,74.8,847825,420682,0.0,FIRST_OF_PAIR,292670958.0,3076587.0,10688634.0,6817882.0,0.0,3071706.0,21790073.0,74669857.0,Unknown Library,56.584596,0.842653,0.574854,0.692352,0.402251,723317,0,0.0,0.006074,0.530368,0.500397,0.039487,0.135314,0.820637,1.0,0.991925,0.994179,0.004622,0.813672,0.29027,0.254503,551826626.0,556550560.0,263006140.0,258378571.0,4641980.0,0.001811,0.0,9.6e-05,0.001886,0.0,4928141.0,4888348.0,1621479.0,0.0,6481371.0,4859892.0,5101099.0,5022087.0,2550437.0,0.499511,0,4928141.0,130137.0,89229.0,130155.0,160178497.0,0.9697331223978356
lib68863_AAAM5GYM5,98.4,74.6,818578,453857,0.0,FIRST_OF_PAIR,316769274.0,3223887.0,10327896.0,6681694.0,0.0,3222754.0,10626962.0,51127976.0,Unknown Library,56.648828,0.842028,0.589619,0.691148,0.408426,446149,0,0.0,0.005612,0.587588,0.500088,0.019712,0.094839,0.880419,1.0,0.99236,0.994568,0.005095,0.872518,0.292831,0.257969,539100730.0,543982828.0,256917499.0,252697910.0,4533517.0,0.001669,0.0,9.3e-05,0.001724,0.0,4812203.0,4775437.0,1611937.0,0.0,6361434.0,4749497.0,4985791.0,4905187.0,2746699.0,0.500587,0,4812203.0,127523.0,91132.0,127543.0,157865363.0,0.9711574639604866
lib68864_AAAM5GYM5,98.5,77.0,536305,323129,0.0,FIRST_OF_PAIR,218634658.0,2200049.0,7580687.0,4274342.0,0.0,2196940.0,5692701.0,25220172.0,Unknown Library,56.668122,0.831694,0.588758,0.703775,0.425814,214054,0,0.0,0.005416,0.612661,0.500354,0.015952,0.070672,0.908857,1.0,0.992669,0.993939,0.004576,0.900294,0.296196,0.230492,356860768.0,360255018.0,169623980.0,166830021.0,2994511.0,0.001658,0.0,8.7e-05,0.001708,0.0,3186899.0,3163535.0,917198.0,0.0,4061558.0,3144360.0,3292120.0,3241912.0,1632896.0,0.500308,0,3186899.0,83709.0,57216.0,83715.0,105700691.0,0.9698037733059264
lib68865_AAAM5GYM5,98.8,72.5,1083921,277240,0.0,FIRST_OF_PAIR,199103098.0,2189885.0,9961355.0,6584376.0,0.0,2187261.0,70635753.0,119701328.0,Unknown Library,56.543624,0.841842,0.571139,0.67567,0.37779,1507534,0,0.0,0.006652,0.385812,0.5003,0.136874,0.231951,0.625045,1.0,0.992331,0.993305,0.006228,0.618186,0.239233,0.255077,516062821.0,521789067.0,244212160.0,240361317.0,4323978.0,0.002049,0.0,0.00012,0.002242,0.0,4623200.0,4587745.0,1534475.0,0.0,6091507.0,4557032.0,4776118.0,4717903.0,3214097.0,0.50055,0,4623200.0,112406.0,67352.0,112483.0,123459348.0,0.9422289978579595
lib68866_AAAM5GYM5,98.6,74.1,1184708,440059,0.0,FIRST_OF_PAIR,313079610.0,3133826.0,11529967.0,7710200.0,0.0,3124558.0,53136279.0,98353707.0,Unknown Library,56.619625,0.829814,0.568601,0.698884,0.40747,1173650,0,0.0,0.005377,0.507413,0.50074,0.086119,0.159403,0.749668,1.0,0.992573,0.994748,0.004885,0.742788,0.242255,0.264499,617011758.0,622726718.0,292522601.0,287979303.0,5166429.0,0.001835,0.0,9.5e-05,0.00195,0.0,5509155.0,5468237.0,1919225.0,0.0,7358742.0,5439517.0,5712445.0,5634658.0,3013990.0,0.500013,0,5509155.0,130864.0,88930.0,130906.0,149474380.0,0.9713947757516018
lib68867_AAAM5GYM5,98.5,75.4,743067,404636,0.0,FIRST_OF_PAIR,280087200.0,2843781.0,9200640.0,5747303.0,0.0,2837495.0,7958986.0,40810106.0,Unknown Library,56.657297,0.845931,0.582492,0.699015,0.415592,347209,0,0.0,0.004891,0.597848,0.500553,0.016989,0.08711,0.891985,1.0,0.992405,0.994471,0.003962,0.884378,0.294136,0.250665,468491981.0,472521703.0,222317072.0,218682821.0,3920784.0,0.001705,0.0,8.9e-05,0.001766,0.0,4178698.0,4146961.0,1346942.0,0.0,5470974.0,4124032.0,4333777.0,4268015.0,1856289.0,0.500527,0,4178698.0,108382.0,76052.0,108395.0,137800505.0,0.9707803816851138
lib68868_AAAM5GYM5,98.3,76.5,448327,289485,0.0,FIRST_OF_PAIR,198645014.0,1975668.0,6406187.0,3701675.0,0.0,1971491.0,3094606.0,13392650.0,Unknown Library,56.643051,0.836456,0.589418,0.723339,0.423323,104485,0,0.0,0.003849,0.648265,0.500529,0.010099,0.043706,0.942891,1.0,0.992321,0.993665,0.003344,0.934383,0.294626,0.23488,306425679.0,309215772.0,145537498.0,143049422.0,2568189.0,0.00168,0.0,8.1e-05,0.001735,0.0,2737104.0,2716085.0,805037.0,0.0,3503915.0,2698878.0,2830369.0,2783192.0,1024694.0,0.499786,0,2737104.0,77784.0,54196.0,77793.0,90280913.0,0.9675911580568256
lib68869_AAAM5GYM5,98.5,72.3,1013164,437033,0.0,FIRST_OF_PAIR,305263142.0,3178704.0,9357749.0,6966550.0,0.0,3174997.0,10828473.0,55106388.0,Unknown Library,56.652979,0.862128,0.558859,0.658424,0.408157,475105,0,0.0,0.005094,0.565596,0.500292,0.020063,0.102102,0.871912,1.0,0.992388,0.995166,0.006002,0.863982,0.306316,0.287846,539719036.0,544672952.0,254954465.0,250969249.0,4498978.0,0.00168,0.0,9.7e-05,0.001731,0.0,4815314.0,4778658.0,1885377.0,0.0,6640935.0,4755558.0,5035565.0,4961379.0,3239513.0,0.500028,0,4815314.0,120058.0,86945.0,120073.0,165324506.0,0.9704958695480547
lib68870_AAAM5GYM5,98.4,75.7,523374,312461,0.0,FIRST_OF_PAIR,214870726.0,2151741.0,6937948.0,4195156.0,0.0,2151447.0,4508904.0,21744719.0,Unknown Library,56.693726,0.828375,0.602638,0.724623,0.427236,178207,0,0.0,0.004976,0.625254,0.500034,0.01312,0.063275,0.919133,1.0,0.992752,0.993591,0.004525,0.910741,0.293879,0.243726,343653666.0,346820014.0,163270023.0,160638931.0,2879841.0,0.001694,0.0,8.6e-05,0.001751,0.0,3068027.0,3045789.0,949449.0,0.0,3975719.0,3026270.0,3177578.0,3125206.0,1555140.0,0.500226,0,3068027.0,86504.0,60158.0,86514.0,100992612.0,0.9683151234423703
lib68871_AAAM5GYM5,98.4,74.9,737033,418949,0.0,FIRST_OF_PAIR,288895845.0,2991815.0,9830049.0,6224737.0,0.0,2982274.0,10097397.0,52292154.0,Unknown Library,56.650561,0.857402,0.579974,0.687622,0.411404,454328,0,0.0,0.005558,0.572685,0.500799,0.020016,0.10366,0.871528,1.0,0.992461,0.994151,0.004858,0.863764,0.298843,0.253079,504458827.0,508993310.0,240579419.0,236579344.0,4244921.0,0.001787,0.0,9.4e-05,0.001858,0.0,4503247.0,4469298.0,1469374.0,0.0,5912530.0,4443156.0,4661872.0,4587234.0,2450763.0,0.50029,0,4503247.0,120874.0,84521.0,120883.0,150754132.0,0.9692639223151115
lib68872_AAAM5GYM5,98.3,72.5,1010587,526119,0.0,FIRST_OF_PAIR,362414689.0,3804210.0,11439619.0,8293004.0,0.0,3803585.0,13913916.0,68398134.0,Unknown Library,56.691205,0.858767,0.565122,0.659968,0.402473,605545,0,0.0,0.004971,0.560195,0.500041,0.021507,0.105725,0.867108,1.0,0.993133,0.994494,0.005735,0.858955,0.306913,0.282461,646943906.0,653084930.0,308791576.0,304048914.0,5449736.0,0.001748,0.0,0.0001,0.001819,0.0,5776777.0,5737110.0,2195280.0,0.0,7900804.0,5705524.0,6014429.0,5910396.0,3710000.0,0.500069,0,5776777.0,160586.0,118141.0,160612.0,198555713.0,0.972074292982374
lib68873_AAAM5GYM5,98.9,77.8,295057,137069,0.0,FIRST_OF_PAIR,102397564.0,1185508.0,5384413.0,2614320.0,0.0,1184840.0,9430114.0,37874842.0,Unknown Library,56.645529,0.873141,0.47062,0.556779,0.439565,363036,0,0.0,0.005055,0.458446,0.500141,0.04222,0.16957,0.782463,1.0,0.993151,0.992913,0.005816,0.77664,0.324017,0.199451,223357891.0,225032732.0,106706543.0,104854021.0,1881779.0,0.00172,0.0,0.000115,0.001782,0.0,1991437.0,1977798.0,479036.0,0.0,2442818.0,1963782.0,2034974.0,2012471.0,1299091.0,0.499868,0,1991437.0,45349.0,25422.0,45359.0,72371768.0,0.951749212032192
lib68874_AAAM5GYM5,98.4,73.7,827459,419456,0.0,FIRST_OF_PAIR,289144650.0,3105562.0,10729072.0,7135281.0,0.0,3097474.0,20538535.0,88778026.0,Unknown Library,56.705709,0.881431,0.569102,0.655932,0.405109,826294,0,0.0,0.006357,0.508446,0.500652,0.036116,0.156112,0.803403,1.0,0.992811,0.993274,0.004435,0.795952,0.294956,0.261895,568682647.0,574006112.0,271852372.0,267496707.0,4795003.0,0.001753,0.0,0.000103,0.001821,0.0,5076703.0,5040206.0,1736969.0,0.0,6743277.0,5006308.0,5256364.0,5171762.0,2521987.0,0.500028,0,5076703.0,140639.0,94957.0,140663.0,167736602.0,0.9647748981434648
lib68875_AAAM5GYM5,98.3,72.8,981951,510767,0.0,FIRST_OF_PAIR,346709970.0,3481241.0,9922267.0,7239999.0,0.0,3477577.0,8820943.0,38668465.0,Unknown Library,56.656233,0.844888,0.580792,0.689163,0.413268,322698,0,0.0,0.005389,0.613535,0.500263,0.015609,0.068427,0.911496,1.0,0.992316,0.995082,0.00452,0.903456,0.297961,0.284364,565102310.0,570130663.0,267414037.0,263131676.0,4716812.0,0.001734,0.0,9.9e-05,0.001771,0.0,5041667.0,5002929.0,1933709.0,0.0,6912034.0,4978325.0,5273582.0,5185551.0,2554102.0,0.500271,0,5041667.0,136979.0,102610.0,136998.0,168378260.0,0.9736233388982513
lib68876_AAAM5GYM5,98.3,74.3,614821,362069,0.0,FIRST_OF_PAIR,241523323.0,2402282.0,7222776.0,4762044.0,0.0,2399585.0,4664186.0,19795827.0,Unknown Library,56.660046,0.836842,0.589821,0.723336,0.428238,157779,0,0.0,0.004615,0.634832,0.500281,0.01226,0.052032,0.931699,1.0,0.992323,0.993965,0.004061,0.92282,0.296867,0.261147,380452354.0,384112827.0,180134230.0,177144101.0,3178977.0,0.00174,0.0,9.5e-05,0.001775,0.0,3398924.0,3372829.0,1153866.0,0.0,4506341.0,3352475.0,3539316.0,3477469.0,1544847.0,0.499818,0,3398924.0,99408.0,71870.0,99426.0,112943685.0,0.9671827895752328
lib68877_AAAM5GYM5,98.4,73.6,858649,486241,0.0,FIRST_OF_PAIR,332494943.0,3390482.0,10045626.0,6952119.0,0.0,3383767.0,8418443.0,39793517.0,Unknown Library,56.675757,0.851844,0.566059,0.675693,0.41249,334094,0,0.0,0.004669,0.603245,0.500496,0.015274,0.072197,0.907749,1.0,0.992582,0.995117,0.004836,0.899546,0.304504,0.272749,551177138.0,556203424.0,262024562.0,257933849.0,4622564.0,0.001721,0.0,0.000101,0.001762,0.0,4917017.0,4880542.0,1779555.0,0.0,6636264.0,4856709.0,5115056.0,5031231.0,2665285.0,0.499972,0,4917017.0,129552.0,96304.0,129566.0,167835503.0,0.9732039972273202
lib68878_AAAM5GYM5,98.3,74.2,591954,368382,0.0,FIRST_OF_PAIR,244331570.0,2458487.0,7365472.0,4882324.0,0.0,2457213.0,4780890.0,21365531.0,Unknown Library,56.669357,0.825115,0.587015,0.712526,0.419988,173149,0,0.0,0.005038,0.625072,0.50013,0.012231,0.054659,0.929141,1.0,0.99237,0.994626,0.004016,0.920513,0.304069,0.263042,390885587.0,394549148.0,185671744.0,182682299.0,3276170.0,0.001768,0.0,9.7e-05,0.001817,0.0,3489435.0,3462809.0,1198897.0,0.0,4643096.0,3444199.0,3621414.0,3560261.0,1569809.0,0.500274,0,3489435.0,96117.0,70150.0,96127.0,118856160.0,0.9706899828851997
lib68879_AAAM5GYM5,98.4,72.2,960094,510180,0.0,FIRST_OF_PAIR,348066064.0,3624280.0,10889227.0,8014158.0,0.0,3621974.0,18091338.0,68609005.0,Unknown Library,56.720963,0.844251,0.573241,0.696895,0.405479,637723,0,0.0,0.006337,0.557218,0.500159,0.028962,0.109836,0.856317,1.0,0.992918,0.99505,0.00495,0.848938,0.2991,0.286015,624650109.0,630079972.0,297866226.0,293407806.0,5250467.0,0.001705,0.0,9.6e-05,0.001759,0.0,5566539.0,5527116.0,2158929.0,0.0,7658686.0,5499757.0,5789865.0,5698200.0,3092305.0,0.500187,0,5566539.0,141884.0,103722.0,141906.0,186832610.0,0.9733514113397814
lib68880_AAAM5GYM5,98.5,73.9,884140,451843,0.0,FIRST_OF_PAIR,309268414.0,3236629.0,10912240.0,7292831.0,0.0,3233505.0,22926756.0,80239144.0,Unknown Library,56.641165,0.852069,0.584905,0.704046,0.404972,775746,0,0.0,0.006212,0.530141,0.500241,0.039301,0.137544,0.818486,1.0,0.99235,0.994512,0.004736,0.811385,0.288345,0.264278,583370123.0,588475709.0,278236192.0,273711876.0,4909216.0,0.001765,0.0,9.9e-05,0.001823,0.0,5205445.0,5165622.0,1806757.0,0.0,6944028.0,5137271.0,5389371.0,5308171.0,2762584.0,0.500346,0,5205445.0,132108.0,91717.0,132129.0,168211784.0,0.9702894527516132
lib68881_AAAM5GYM5,98.4,75.9,643640,322701,0.0,FIRST_OF_PAIR,222798690.0,2348760.0,8014894.0,4716912.0,0.0,2344172.0,6876379.0,31754303.0,Unknown Library,56.600059,0.841342,0.57892,0.696107,0.420131,268157,0,0.0,0.005771,0.578053,0.500489,0.017841,0.082387,0.894699,1.0,0.991727,0.993186,0.005136,0.886505,0.316646,0.236057,385429392.0,388991838.0,182375509.0,179112788.0,3218860.0,0.001796,0.0,9.3e-05,0.001868,0.0,3445947.0,3417437.0,1020020.0,0.0,4414171.0,3394151.0,3580201.0,3522638.0,1979462.0,0.500292,0,3445947.0,100134.0,67589.0,100142.0,122044694.0,0.9570483825010939
lib68882_AAAM5GYM5,98.2,77.2,317395,181559,0.0,FIRST_OF_PAIR,126027853.0,1293625.0,4660259.0,2461560.0,0.0,1289106.0,2761079.0,12477928.0,Unknown Library,56.689332,0.82917,0.600845,0.734337,0.442292,100036,0,0.0,0.005294,0.61613,0.500875,0.013498,0.061003,0.920331,1.0,0.992915,0.989244,0.005234,0.911053,0.304201,0.214715,204547564.0,206630481.0,97114993.0,95466253.0,1713883.0,0.001775,0.0,8.6e-05,0.001847,0.0,1832917.0,1819931.0,475170.0,0.0,2275525.0,1800355.0,1900892.0,1865977.0,1070575.0,0.50034,0,1832917.0,65347.0,40870.0,65350.0,62223561.0,0.9509721477437072
lib68883_AAAM5GYM5,98.5,74.7,795781,402838,0.0,FIRST_OF_PAIR,278673226.0,2874803.0,9282726.0,6082530.0,0.0,2865753.0,11081028.0,51827851.0,Unknown Library,56.622495,0.848034,0.566292,0.666976,0.419612,455801,0,0.0,0.006517,0.568368,0.500788,0.0226,0.105705,0.866152,1.0,0.99191,0.995042,0.005615,0.858543,0.297784,0.2608,490304527.0,494649894.0,232708432.0,228786116.0,4106349.0,0.001785,0.0,9.6e-05,0.001842,0.0,4374806.0,4339416.0,1491019.0,0.0,5808922.0,4317903.0,4542777.0,4476422.0,2752971.0,0.500232,0,4374806.0,108136.0,76107.0,108150.0,146005052.0,0.972797832480892
lib68884_AAAM5GYM5,98.5,74.3,786900,389440,0.0,FIRST_OF_PAIR,265232526.0,2737261.0,8628755.0,5772995.0,0.0,2729361.0,9172290.0,44554774.0,Unknown Library,56.66961,0.840965,0.596168,0.705348,0.420753,382974,0,0.0,0.006298,0.575066,0.500723,0.019887,0.096602,0.878167,1.0,0.99251,0.994517,0.005416,0.869912,0.303101,0.264654,461221034.0,465597949.0,218534680.0,214988826.0,3856886.0,0.001737,0.0,9.3e-05,0.001789,0.0,4117582.0,4086740.0,1430531.0,0.0,5494865.0,4064334.0,4289752.0,4224280.0,2497992.0,0.500706,0,4117582.0,107194.0,75790.0,107204.0,139796633.0,0.9703921448052527
lib68885_AAAM5GYM5,98.5,72.8,1029072,456088,0.0,FIRST_OF_PAIR,316420273.0,3331450.0,10777102.0,7695356.0,0.0,3327094.0,28211258.0,81784607.0,Unknown Library,56.674855,0.850266,0.567894,0.698102,0.406108,824654,0,0.0,0.006106,0.523558,0.500327,0.046679,0.135323,0.813153,1.0,0.992806,0.994551,0.004913,0.806088,0.289595,0.27874,604365461.0,609662242.0,287292958.0,282827369.0,5067485.0,0.001741,0.0,9.8e-05,0.001808,0.0,5390555.0,5351775.0,2016431.0,0.0,7339046.0,5322615.0,5605830.0,5520914.0,2969037.0,0.500436,0,5390555.0,137809.0,96932.0,137830.0,175021053.0,0.9716088508445873
lib68886_AAAM5GYM5,98.5,75.0,900947,432752,0.0,FIRST_OF_PAIR,305248959.0,3161153.0,10871340.0,6941428.0,0.0,3158361.0,24487252.0,71202296.0,Unknown Library,56.710194,0.835718,0.574295,0.701274,0.410753,714188,0,0.0,0.006035,0.542113,0.500221,0.043489,0.126453,0.825279,1.0,0.993266,0.994137,0.004843,0.818162,0.283166,0.255402,563072689.0,567970629.0,268266648.0,264062075.0,4731041.0,0.001751,0.0,9.5e-05,0.001824,0.0,5022031.0,4988213.0,1662577.0,0.0,6621543.0,4958966.0,5206163.0,5126569.0,2727237.0,0.499874,0,5022031.0,130020.0,90368.0,130039.0,159443139.0,0.9726502961638441
lib68887_AAAM5GYM5,98.4,74.3,859145,379547,0.0,FIRST_OF_PAIR,263735369.0,2702055.0,8318703.0,5677721.0,0.0,2696414.0,8762153.0,39778811.0,Unknown Library,56.641791,0.83535,0.583366,0.706037,0.419589,341171,0,0.0,0.006024,0.584643,0.500522,0.019424,0.088181,0.886637,1.0,0.992289,0.99428,0.005842,0.878213,0.301994,0.26916,451105341.0,455432411.0,212719700.0,209229544.0,3755081.0,0.001728,0.0,9e-05,0.001787,0.0,4030095.0,3999018.0,1431365.0,0.0,5407507.0,3976142.0,4217820.0,4152099.0,2635298.0,0.500292,0,4030095.0,109696.0,77773.0,109719.0,136231192.0,0.9717324961899325
lib68888_AAAM5GYM5,98.3,74.3,781184,367820,0.0,FIRST_OF_PAIR,259415604.0,2649545.0,8237145.0,5511886.0,0.0,2649719.0,8029314.0,38049407.0,Unknown Library,56.64243,0.845534,0.592048,0.707524,0.423886,322563,0,0.0,0.006113,0.590712,0.499984,0.018283,0.086642,0.889096,1.0,0.992313,0.993717,0.006063,0.88071,0.298384,0.264247,439157402.0,443339031.0,207737116.0,204244859.0,3666671.0,0.001735,0.0,8.9e-05,0.001797,0.0,3924055.0,3893889.0,1356324.0,0.0,5225749.0,3869425.0,4096704.0,4029091.0,2662671.0,0.500281,0,3924055.0,112319.0,78817.0,112331.0,131037396.0,0.9684670546524365
lib68889_AAAM5GYM5,98.4,73.1,870250,491739,0.0,FIRST_OF_PAIR,335766921.0,3500484.0,10849507.0,7523326.0,0.0,3499433.0,12013970.0,64042247.0,Unknown Library,56.681344,0.845196,0.584055,0.701113,0.41384,551260,0,0.0,0.005869,0.563956,0.500075,0.020179,0.107566,0.867578,1.0,0.992504,0.994889,0.004743,0.85995,0.303622,0.27221,595377604.0,600659308.0,284287655.0,279829146.0,5013851.0,0.001732,0.0,9.3e-05,0.001801,0.0,5308894.0,5269098.0,1918978.0,0.0,7161147.0,5242169.0,5500397.0,5413595.0,2823844.0,0.50032,0,5308894.0,135889.0,97708.0,135906.0,180769765.0,0.9699238076350806
lib68890_AAAM5GYM5,98.0,73.4,828636,422751,0.0,FIRST_OF_PAIR,290203615.0,2928252.0,8894258.0,6239056.0,0.0,2921671.0,9261130.0,45261869.0,Unknown Library,56.716053,0.831652,0.604792,0.730341,0.430206,388278,0,0.0,0.005784,0.593476,0.500562,0.018939,0.092562,0.883276,1.0,0.99321,0.992714,0.005299,0.874219,0.289799,0.274521,488989489.0,494055406.0,232555302.0,228934766.0,4104589.0,0.00176,0.0,8.7e-05,0.001825,0.0,4374057.0,4344359.0,1587460.0,0.0,5900165.0,4312705.0,4578636.0,4487945.0,2591382.0,0.500588,0,4374057.0,144219.0,104118.0,144239.0,141708862.0,0.968801049389523
lib68891_AAAM5GYM5,98.5,72.7,1144625,530683,0.0,FIRST_OF_PAIR,374099608.0,3762565.0,11538394.0,8453737.0,0.0,3766370.0,26029167.0,76134548.0,Unknown Library,56.597752,0.829868,0.578246,0.711918,0.414912,757766,0,0.0,0.006278,0.565938,0.499747,0.039377,0.115176,0.840516,1.0,0.991865,0.995492,0.005004,0.833176,0.274578,0.285777,661025950.0,666849498.0,313941999.0,308848073.0,5541386.0,0.001777,0.0,8.9e-05,0.001849,0.0,5899132.0,5851144.0,2284719.0,0.0,8109488.0,5824769.0,6146024.0,6051541.0,3307877.0,0.49982,0,5899132.0,147261.0,107660.0,147287.0,181503218.0,0.9767011914375855
lib68892_AAAM5GYM5,98.5,73.7,1024284,493373,0.0,FIRST_OF_PAIR,343270473.0,3572971.0,11452174.0,7909267.0,0.0,3563830.0,22533332.0,75505478.0,Unknown Library,56.628089,0.841368,0.574001,0.69511,0.410076,725706,0,0.0,0.00603,0.545956,0.50064,0.035838,0.120088,0.839126,1.0,0.992305,0.995001,0.005014,0.831955,0.293171,0.272364,628751586.0,634171090.0,299167400.0,294264630.0,5278834.0,0.001737,0.0,9.5e-05,0.001803,0.0,5609785.0,5566618.0,2030655.0,0.0,7569446.0,5538791.0,5825755.0,5737378.0,3152554.0,0.500211,0,5609785.0,140331.0,100211.0,140348.0,184331578.0,0.9747798373730461
lib68893_AAAM5GYM5,98.6,75.2,664254,312544,0.0,FIRST_OF_PAIR,215541191.0,2211167.0,7148488.0,4588687.0,0.0,2206460.0,7357024.0,34831426.0,Unknown Library,56.607154,0.852639,0.597613,0.709428,0.427215,298095,0,0.0,0.006198,0.580631,0.500533,0.019819,0.09383,0.880457,1.0,0.99187,0.994374,0.005974,0.872356,0.299826,0.256058,371218635.0,374666085.0,175196848.0,172169272.0,3093203.0,0.001751,0.0,9.1e-05,0.001798,0.0,3315482.0,3288527.0,1101003.0,0.0,4371028.0,3270025.0,3451337.0,3401500.0,2217555.0,0.49982,0,3315482.0,85467.0,58356.0,85478.0,111301026.0,0.9711941564111912
lib68894_AAAM5GYM5,98.4,77.2,398811,216482,0.0,FIRST_OF_PAIR,149322696.0,1515045.0,5299174.0,2932636.0,0.0,1514221.0,3710727.0,16539462.0,Unknown Library,56.67544,0.839548,0.598808,0.723919,0.442042,135473,0,0.0,0.005235,0.611614,0.500136,0.015199,0.067744,0.910507,1.0,0.992668,0.992228,0.006633,0.90161,0.298893,0.225384,244145153.0,246554295.0,115513062.0,113559832.0,2038981.0,0.001682,0.0,8.7e-05,0.001723,0.0,2183172.0,2167166.0,607967.0,0.0,2758289.0,2150322.0,2262617.0,2226819.0,1619378.0,0.499858,0,2183172.0,64298.0,41908.0,64302.0,72973214.0,0.9624757385505737
